공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
아우름,어린이공원,"경기도 수원시 권선구 권선동 1067-19, 1187","경기도 수원시 권선구 권선동 1067-19, 1187",37.252239,127.027445,3338.7,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
상상나래,어린이공원,경기도 수원시 권선구 권선동 1067-15,경기도 수원시 권선구 권선동 1067-15,37.253901,127.024131,2400,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
안용,어린이공원,경기도 수원시 권선구 동수원로146번길 16-10,경기도 수원시 권선구 곡반정동 523,37.243401,127.032265,5568.1,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
온수골,어린이공원,경기도 수원시 권선구 권선동 1288,경기도 수원시 권선구 권선동 1288,37.251901,127.036448,1396.1,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
권선3-4호,어린이공원,경기도 수원시 권선구 권선동 1319,경기도 수원시 권선구 권선동 1319,37.248434,127.036916,5289.1,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
별빛,어린이공원,경기도 수원시 권선구 덕영대로1323번길 25-30,경기도 수원시 권선구 권선동 1313,37.247966,127.034657,2000.2,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
신아,어린이공원,경기도 수원시 권선구 곡반정동 572,경기도 수원시 권선구 곡반정동 572,37.237407,127.029968,1686.5,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
오누이,어린이공원,경기도 수원시 권선구 곡반정동 600,경기도 수원시 권선구 곡반정동 600,37.233534,127.025414,1631.5,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
명당,어린이공원,경기도 수원시 권선구 권선동 1300,경기도 수원시 권선구 권선동 1300,37.252589,127.039848,4534,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
88호(갓띠),어린이공원,경기도 수원시 권선구 입북동 811,경기도 수원시 권선구 입북동 811,37.296228,126.959497,2700,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
물이랑,어린이공원,경기도 수원시 권선구 권선동 1361-2,경기도 수원시 권선구 권선동 1361-2,37.244223,127.027541,1507.3,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
해누리,어린이공원,경기도 수원시 권선구 입북동 818,경기도 수원시 권선구 입북동 818,37.300784,126.953461,5134.3,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
나래,어린이공원,경기도 수원시 팔달구 고등동 50-2,경기도 수원시 팔달구 고등동 50-2,37.275096,127.004844,1045.3,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
고등2호,어린이공원,경기도 수원시 팔달구 고등동 79-5,경기도 수원시 팔달구 고등동 79-5,37.270584,127.006914,1288.6,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
동말,어린이공원,경기도 수원시 팔달구 화서1동 184-58,경기도 수원시 팔달구 화서1동 184-58,37.277129,126.996978,1278.4,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
화서오거리,어린이공원,경기도 수원시 팔달구 동말로47번길 24-10,경기도 수원시 팔달구 화서동 116-3,37.279666,126.999729,1000,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
푸른숲,어린이공원,경기도 수원시 팔달구 화서1동 755,경기도 수원시 팔달구 화서1동 755,37.281764,127.000645,1500.2,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
산마루,어린이공원,경기도 수원시 팔달구 화서2동 688-4,경기도 수원시 팔달구 화서2동 688-4,37.286041,126.987659,4595.8,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
백로,어린이공원,경기도 수원시 팔달구 화서2동 728,경기도 수원시 팔달구 화서2동 728,37.285806,126.981826,3232.2,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
효원,어린이공원,경기도 수원시 영통구 매탄동 1354,경기도 수원시 영통구 매탄동 1354,37.262233,127.041535,6653,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
매여울,어린이공원,경기도 수원시 영통구 매탄로 82,경기도 수원시 영통구 매탄동 1274,37.258336,127.043003,2312.2,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
용화출,어린이공원,경기도 수원시 권선구 권중로7번길 18,경기도 수원시 권선구 권선동 1163-7,37.256321,127.033984,1501,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
159호(장교둑),어린이공원,경기도 수원시 권선구 세지로82번길 15-5,경기도 수원시 권선구 권선동 980-1,37.259191,127.018871,2068,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
다솜,어린이공원,경기도 수원시 권선구 권선동 1264,경기도 수원시 권선구 권선동 1264,37.249821,127.028441,2202.2,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
제38호(매화),어린이공원,경기도 수원시 영통구 매탄동 899,경기도 수원시 영통구 매탄동 899,37.270083,127.040516,5397.3,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
버드내,어린이공원,경기도 수원시 권선구 수원천로 24,경기도 수원시 권선구 세류동 463-1,37.257353,127.009609,2003.6,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
물봉선공원,어린이공원,경기도 수원시 영통구 이의동 1311-2,경기도 수원시 영통구 이의동 1311-2,37.294092,127.053864,1747.9,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
역마,어린이공원,경기도 수원시 장안구 경수대로 838,경기도 수원시 장안구 조원동 556,37.296861,127.016372,1503.2,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
별,어린이공원,경기도 수원시 장안구 하률로46번길 22,경기도 수원시 장안구 천천동 565,37.302681,126.977644,2202,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
솔뫼,어린이공원,경기도 수원시 장안구 천천로21번길 11,경기도 수원시 장안구 정자동 923,37.293466,126.986918,6028.5,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
일월2호,어린이공원,경기도 수원시 권선구 구운동 910,경기도 수원시 권선구 구운동 910,37.282446,126.973514,1657,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
정자,근린공원,경기도 수원시 장안구 만석로 65,경기도 수원시 장안구 정자동 869-1,37.297665,126.988306,51089,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
다정,어린이공원,경기도 수원시 권선구 경수대로302번길 32,경기도 수원시 권선구 권선동 1188-2,37.251357,127.022494,2809,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
꿈나무,어린이공원,경기도 수원시 권선구 권선동 1067-10,경기도 수원시 권선구 권선동 1067-10,37.254052,127.026562,3000,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
하늘이랑,어린이공원,경기도 수원시 권선구 권선동 1346-5,경기도 수원시 권선구 권선동 1346-5,37.240065,127.021048,1504.7,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
별누리,어린이공원,경기도 수원시 권선구 입북동 816,경기도 수원시 권선구 입북동 816,37.297847,126.953451,2002.2,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
권선,어린이공원,경기도 수원시 권선구 경수대로302번길 29,경기도 수원시 권선구 권선동 1185-2,37.253134,127.024239,2974.4,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
선재미,어린이공원,경기도 수원시 팔달구 수성로157번길 27-18,경기도 수원시 팔달구 화서동 678-1번지,37.287519,126.989025,1578.1,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
샛별,어린이공원,경기도 수원시 팔달구 화서1동 64-3,경기도 수원시 팔달구 화서1동 64-3,37.279401,127.005146,931.9,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
푸름,어린이공원,경기도 수원시 영통구 매탄동 1245,경기도 수원시 영통구 매탄동 1245,37.262595,127.047736,1634.4,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
옹달샘,어린이공원,경기도 수원시 영통구 매탄동 209-25,경기도 수원시 영통구 매탄동 209-25,37.265576,127.047089,1518.6,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
매미,어린이공원,경기도 수원시 영통구 매탄동 1217-6,경기도 수원시 영통구 매탄동 1217-6,37.266501,127.051675,2135.3,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
단오,어린이공원,경기도 수원시 영통구 영통동 1047-3,경기도 수원시 영통구 영통동 1047-3,37.256021,127.076666,6083.3,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
제130호(풀잎),어린이공원,경기도 수원시 영통구 영통동 988-2,경기도 수원시 영통구 영통동 988-2,37.248521,127.069643,8360.4,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
한울,어린이공원,경기도 수원시 영통구 영통동 972-4,경기도 수원시 영통구 영통동 972-4,37.249239,127.060856,5919.7,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
화서2호,어린이공원,경기도 수원시 팔달구 화서2동 649-1,경기도 수원시 팔달구 화서2동 649-1,37.284744,126.991565,1500,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
못골,어린이공원,경기도 수원시 팔달구 팔달문로115번길 43,경기도 수원시 팔달구 지동 473,37.283481,127.027695,3257,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
제49호,어린이공원,경기도 수원시 팔달구 우만1동 300-4,경기도 수원시 팔달구 우만1동 300-4,37.291898,127.032286,2000.1,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
일림,어린이공원,경기도 수원시 장안구 수일로104번길 20,경기도 수원시 장안구 파장동 629,37.308641,127.001408,1632,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
대추원,어린이공원,경기도 수원시 장안구 금당로39번길 33,경기도 수원시 장안구 조원동 855,37.304521,127.015173,2160,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
달,어린이공원,경기도 수원시 장안구 하률로46번길 17,경기도 수원시 장안구 천천동 566,37.302695,126.978515,3742.8,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
천천,어린이공원,경기도 수원시 장안구 천천동 511-2,경기도 수원시 장안구 천천동 511-2,37.299163,126.981819,1839.1,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
연꽃,어린이공원,경기도 수원시 장안구 정자3동 873-2,경기도 수원시 장안구 정자3동 873-2,37.299222,126.994645,2267,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
오색,어린이공원,경기도 수원시 권선구 오목천동 953,경기도 수원시 권선구 오목천동 953,37.246741,126.967476,750,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
탑골,어린이공원,경기도 수원시 권선구 탑동 866,경기도 수원시 권선구 탑동 866,37.268174,126.976401,1559.2,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
구운1호,어린이공원,경기도 수원시 권선구 구운로86번길 20-21,경기도 수원시 권선구 구운동 487,37.279822,126.973479,1723.1,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
밤밭청개구리,근린공원,경기도 수원시 장안구 율전동 125,경기도 수원시 장안구 율전동 125,37.306849,126.969946,25736,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
효행,근린공원,경기도 수원시 장안구 경수대로 1238,경기도 수원시 장안구 파장동 43-13,37.321467,126.988027,24800,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
천천3,근린공원,경기도 수원시 장안구 덕영대로 623,경기도 수원시 장안구 정자동 926,37.290738,126.986499,10634,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
고색,근린공원,경기도 수원시 권선구 오목천로152번길 29,경기도 수원시 권선구 고색동 919,37.243709,126.978279,13502,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
권선늘푸른,근린공원,경기도 수원시 권선구 동탄원천로 818,경기도 수원시 권선구 권선동 1310,37.248008,127.040081,33855,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
오목천,근린공원,경기도 수원시 권선구 오목천로 96,경기도 수원시 권선구 고색동 980,37.241055,126.973141,21121,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
고렴,근린공원,경기도 수원시 권선구 곡반정동 546,경기도 수원시 권선구 곡반정동 546,37.240702,127.029117,10571,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
효원,근린공원,경기도 수원시 팔달구 인계동 1117,경기도 수원시 팔달구 인계동 1117,37.262206,127.036183,141565,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
머내생태,근린공원,경기도 수원시 영통구 매탄3동 1318,경기도 수원시 영통구 매탄3동 1318,37.259491,127.048952,12212,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
반달,근린공원,경기도 수원시 영통구 반달로 77,경기도 수원시 영통구 영통1동 1012-4,37.250591,127.078437,16015,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
선주리들,근린공원,경기도 수원시 영통구 동탄원천로915번길 33,경기도 수원시 영통구 매탄동 1280,37.256047,127.043994,19014,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
영통중앙,근린공원,경기도 수원시 영통구 청명로 151,경기도 수원시 영통구 영통동 961-1,37.257187,127.072059,137062,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
벌터,어린이공원,경기도 수원시 권선구 서호동로14번길 76-33,경기도 수원시 권선구 서둔동 27-68,37.263523,126.990697,1132,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
한터,어린이공원,경기도 수원시 권선구 서둔동 372,경기도 수원시 권선구 서둔동 372,37.267873,126.996144,2310,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
하구운,어린이공원,경기도 수원시 권선구 구운로45번길 59-46,경기도 수원시 권선구 구운동 524,37.276337,126.972835,1995.8,,,,,,,경기도 수원시 공원녹지사업소,031-228-4282,2018-07-31
